Open,High,Low,Close,Year,Month,Day_of_Month,Day_of_Week_sin,Day_of_Week_cos,Simple_Moving_Average (SMA),Simple_Return
2.4379034212576127,2.4380030005593496,2.4371246511152354,2.442811066224162,1.5964679754043325,0.4527565561493077,-0.9941073114781804,-0.7427213184767723,1.443477166547548,2.4344988941324988,0.10664711074023338
-0.12532619119572647,-0.13769349500687206,-0.10462191179858023,-0.1251064863289811,-0.8169982561748631,1.331667023340845,0.26311278972737756,0.10706448164519491,-1.0425043945633568,-0.16457228836115176,-0.0006453638179015674
0.191450412231618,0.20059788837594858,0.2177191758289961,0.20581878197475287,-0.4722173659492637,-0.7191240667727419,-1.6798637303175756,-1.592507118598739,-1.0425043945633568,0.10430297757739115,0.23684355261756673
0.5874512669152121,0.5791591675218014,0.600782548283528,0.5955458148862367,0.9069061949531338,-1.5980345339642792,0.49169826267384265,0.7885397821141075,0.9510980298064995,0.5941798889417811,0.13737246704417216
1.0612315536832095,1.065551583213845,1.0766591576641344,1.0833960378180143,1.5964679754043325,-1.5980345339642792,1.0631619450400054,1.1667300419260158,-0.15526784774665062,1.0083676637863508,0.3321309502025195
0.09296190535074872,0.07493640641660743,0.12323577782713063,0.09603143823881226,1.2516870851787332,-1.0120942225032543,0.03452731678091248,1.1667300419260158,-0.15526784774665062,0.026825528125749485,0.053018880456709015
0.03191829534023448,0.03454521578681945,0.049748690492346585,0.04817233330244329,0.21734441450193503,-0.7191240667727419,0.03452731678091248,0.7885397821141075,0.9510980298064995,0.05019442819428865,0.27078860466987015
1.8112131054691951,1.828253705376332,1.8197615391712287,1.83002212462684,1.5964679754043325,-0.42615391104222955,0.37740552620061013,-1.592507118598739,-1.0425043945633568,1.823185868141002,0.271503592613026
0.020239340367808473,0.025084216179841683,0.04092069623459677,0.04877357833933265,-0.4722173659492637,-0.42615391104222955,1.0631619450400054,1.1667300419260158,-0.15526784774665062,0.0706150285644202,0.47557854533978994
0.5361601863146613,0.5380402076914766,0.5500812299113144,0.5467247178908458,0.9069061949531338,-1.5980345339642792,-0.8798145750049479,0.10706448164519491,-1.0425043945633568,0.44990653484748816,0.17440710440928395
1.139733395353536,1.136751669999688,1.1490725700216244,1.1311348937470047,0.9069061949531338,-0.42615391104222955,-0.3083508926387851,1.1667300419260158,-0.15526784774665062,1.1664400271248379,-0.08716117933970938
